epoch;acc;loss;val_acc;val_loss
0;0.683431963243;0.0907091629815;0.767942574891;0.0744926184238
1;0.813609462165;0.0661136057836;0.834928224532;0.0627013144204
2;0.85967877807;0.0536000859229;0.837320573877;0.0577131630987
3;0.885038031427;0.0450187899591;0.837320567603;0.0521027373783
4;0.906170750712;0.0381547778432;0.875598067872;0.0448147098503
5;0.912510563737;0.0332692881191;0.887559800342;0.0408112227061
6;0.931107354386;0.0283009622526;0.909090901676;0.033361918342
7;0.938292476401;0.0251763874763;0.892344499034;0.034078016592
8;0.941251048423;0.022611476555;0.909090908806;0.0323978312376
9;0.950549454479;0.0201566163935;0.921052634146;0.0291501536306
10;0.961115802836;0.0178740695166;0.930622007288;0.0260906855366
11;0.96153845917;0.0161264079715;0.93540669885;0.0237367407454
12;0.964919695135;0.0151310920293;0.93062200301;0.0231049272998
13;0.968723584965;0.0141305482207;0.942583732628;0.020141884288
14;0.970836860188;0.0131328824163;0.942583729206;0.0219725378918
15;0.969991553313;0.0128864045835;0.944976064292;0.020535559897
16;0.972527474795;0.0122311147723;0.933014352356;0.020631070046
17;0.973795436392;0.0113197229201;0.942583732628;0.0181884784719
18;0.975063403884;0.0107647080637;0.942583732628;0.0175753055323
19;0.976331360846;0.0102130488214;0.944976067144;0.0183774625223
20;0.977599324559;0.00989839012655;0.940191389841;0.018574036269
21;0.978021983463;0.00963011961629;0.949760755854;0.0170316436332
22;0.980557905398;0.00947573286913;0.940191383282;0.0177176023352
23;0.977599326222;0.00964291166663;0.942583732057;0.0171459351764
24;0.978867291598;0.00883164717353;0.947368419912;0.0163813982745
25;0.980980561783;0.00840363921415;0.956937796762;0.0168362321448
26;0.981825874553;0.00825496367582;0.956937793054;0.0164998386124
27;0.980557905801;0.00818044507091;0.949760762984;0.0165363704166
28;0.982671177246;0.00787449106052;0.95454544656;0.0159836628187
29;0.980980559667;0.00830196083578;0.947368420767;0.0161177416223
30;0.983516485381;0.00807468159781;0.942583722076;0.0169406622909
31;0.978867291598;0.00851660592656;0.944976077696;0.0163863940681
32;0.980557905801;0.00855949239085;0.949760755854;0.0177756817076
33;0.977176669434;0.00908845283269;0.944976074844;0.0185206926341
34;0.979712599329;0.00899550719893;0.944976078551;0.0171335933855
35;0.978867288676;0.00907807823389;0.944976081974;0.0172038363119
36;0.977599326222;0.00959722725313;0.944976078551;0.0175270938346
37;0.981403216052;0.0083673076419;0.952153108622;0.0155490507432
38;0.980557907917;0.00861045016247;0.944976071422;0.0165424446228
39;0.980557908321;0.00826269753955;0.961722488323;0.014573841261
40;0.983093831515;0.00794800070828;0.954545440286;0.0148453561402
41;0.982248523784;0.00768292422473;0.95454544656;0.0156557595616
42;0.978021986386;0.00850394662103;0.956937796762;0.0155552794442
43;0.978867290792;0.00917961847628;0.944976078551;0.0169303712979
44;0.978021979685;0.00899438389603;0.95933014953;0.0153217874891
45;0.976754017231;0.00975249586786;0.956937800184;0.0161070838397
46;0.978444632694;0.00961084486411;0.944976081974;0.0158796254456
47;0.978021986386;0.00960801482643;0.937799033936;0.0169070201757
48;0.975486051855;0.0100032554586;0.93540669885;0.0172030819785
49;0.974218092777;0.00982340835142;0.944976077696;0.0180581590499
50;0.974640747096;0.0101552250282;0.949760762128;0.0170697238643
51;0.973795437249;0.0100808438445;0.959330148959;0.0152835375579
52;0.974218092777;0.0105551583128;0.956937799613;0.0159104068599
53;0.973795437249;0.0108379667139;0.959330138978;0.0156364651736
54;0.971259505237;0.0111165421173;0.937799043918;0.0188478673106
55;0.974640749162;0.0109000275724;0.937799037644;0.0184830623293
56;0.972950126141;0.0112381529973;0.923444976362;0.0199662897553
57;0.970414202947;0.0111363276841;0.937799037644;0.0172203206151
58;0.972527476054;0.0108370228056;0.956937795906;0.0149479131838
59;0.970836860591;0.0118935768337;0.947368419912;0.0159667980463
60;0.975063403028;0.0104392753787;0.947368413638;0.0161338589487
61;0.974218089855;0.0100948566916;0.952153108622;0.015936112126
62;0.969991547822;0.0105545844603;0.940191386989;0.0173853543915
63;0.975063397989;0.0101199960649;0.94258373548;0.0181281465322
64;0.974640744123;0.00959281782345;0.942583729206;0.0177295121543
65;0.974218094893;0.0100551505116;0.947368427042;0.0177677338464
66;0.976754019347;0.00913310747038;0.956937796762;0.0175146550574
67;0.979289944204;0.00880449359973;0.944976084826;0.0180017830165
68;0.97971259807;0.00855045514425;0.944976084826;0.017237871609
69;0.980135254052;0.0088519682541;0.937799043918;0.0170342262687
70;0.976331363365;0.00960129855914;0.94258372835;0.017562679405
71;0.976331361703;0.00890828235333;0.942583724928;0.0180318096194
72;0.979289941685;0.00858658631456;0.944976070566;0.0180018593693
73;0.979712598926;0.0084328552533;0.949760762128;0.0174148733211
74;0.981403213533;0.00815466313656;0.947368412782;0.0182465785695
75;0.979712599329;0.00821256261861;0.944976064292;0.0161018593707
76;0.977176674875;0.00845169875843;0.940191386989;0.0174536090612
77;0.977599330001;0.00859592608876;0.947368413638;0.0152993252858
78;0.97971259807;0.0078807555624;0.94736841706;0.0157036179316
79;0.980557908321;0.00774979122965;0.949760759276;0.0149938053235
80;0.983093835294;0.00734134105528;0.949760762984;0.0146624840814
81;0.980135251936;0.00760036480719;0.944976071422;0.0151681924355
82;0.982248522524;0.00700883388887;0.949760762984;0.0145157071356
83;0.97971259807;0.00781599551108;0.949760762984;0.0160866924138
84;0.978867286157;0.00795175785162;0.94258372835;0.016170853408
85;0.983093834891;0.00699198081112;0.94258373548;0.0166104318737
86;0.983093833631;0.00684467448848;0.947368427042;0.0157432482638
87;0.983516484978;0.00676835101504;0.940191382712;0.016501974769
88;0.983093834034;0.00691303431974;0.940191386134;0.0179210921045
89;0.983516485381;0.00708835850686;0.94019137986;0.0173053530259
90;0.980135248157;0.00727907947799;0.937799051048;0.0178274977106
91;0.983939141766;0.00698929980842;0.935406701702;0.0187907118894
92;0.978867289935;0.00757562187238;0.942583732628;0.0170316912933
93;0.983939143025;0.00678402016092;0.952153122881;0.0172907446876
94;0.980980559667;0.00738995798257;0.952153116607;0.0163258954138
95;0.983516487497;0.00674041841462;0.940191376152;0.0167410157634
96;0.980135254052;0.00755596878147;0.949760766406;0.0162786366752
97;0.982671177649;0.00722721317336;0.947368420767;0.0159136037594
98;0.983093832775;0.00719763095056;0.949760773536;0.0173952128344
99;0.981825868658;0.00745302402915;0.954545450838;0.0161836412387
100;0.980980563446;0.00769554689063;0.942583732628;0.015933863644
101;0.978867291195;0.00771060079168;0.956937796762;0.0144729343478
